ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol
1454392_at	0.9596904	8.62E-01	-0.179123	-6.637709	-0.0241205	9230112J17Rik
1433435_at	0.9596945	8.62E-01	0.179068	-6.63772	0.0272276	AW551984
1430722_at	0.9596945	8.62E-01	0.17904	-6.637725	0.0157427	Henmt1
1456905_at	0.9596945	8.62E-01	-0.179034	-6.637726	-0.0209696	Ccdc24///B4galt2
1427371_at	0.9597023	8.62E-01	-0.178963	-6.63774	-0.0226052	Abca8a
1443028_at	0.9597023	8.62E-01	-0.178908	-6.637751	-0.0226641	Larp6
1457630_at	0.9597023	8.62E-01	-0.1789	-6.637753	-0.0237599	
1418113_at	0.9597023	8.62E-01	0.178899	-6.637753	0.0177773	Cyp2d10
1449585_at	0.9597023	8.62E-01	-0.178885	-6.637756	-0.0207124	Il1rap
1458584_at	0.9597417	8.62E-01	-0.17878	-6.637776	-0.0200953	4832406H04Rik
1429669_at	0.9597417	8.62E-01	-0.178767	-6.637779	-0.01761	4930488L21Rik
1441196_at	0.9597417	8.62E-01	-0.178717	-6.637789	-0.0191857	C230076A16Rik
1445778_at	0.9597417	8.62E-01	0.178696	-6.637793	0.0159568	
1436144_at	0.9597417	8.63E-01	0.178659	-6.6378	0.0164921	Rpl31-ps12///Rpl31
1459013_at	0.9597417	8.63E-01	0.178612	-6.637809	0.016739	
1446469_at	0.9597417	8.63E-01	-0.178612	-6.637809	-0.0156846	Gm5082
1434408_at	0.9597417	8.63E-01	-0.178596	-6.637812	-0.0335797	Atxn3
1417433_at	0.9597417	8.63E-01	0.178575	-6.637816	0.0165118	Lypla2
1436622_at	0.9597417	8.63E-01	-0.178558	-6.63782	-0.027554	Iqsec2
1446774_at	0.9600517	8.63E-01	0.178164	-6.637897	0.0185263	D530017H19Rik
1423048_a_at	0.9600959	8.63E-01	0.178029	-6.637923	0.0196005	Tollip
1422543_at	0.9600959	8.63E-01	0.178028	-6.637924	0.0262343	Ropn1
1435286_at	0.9600959	8.63E-01	-0.178028	-6.637924	-0.0191583	Epha5
1435751_at	0.9601095	8.63E-01	-0.177984	-6.637932	-0.0184869	Abcc9
1441983_at	0.9601302	8.63E-01	-0.177931	-6.637943	-0.0179845	
1441007_at	0.9601442	8.63E-01	-0.177874	-6.637954	-0.0291154	A330102I10Rik
1429174_at	0.9601442	8.63E-01	0.177859	-6.637957	0.0201717	Wdr34
1439675_at	0.9601532	8.63E-01	-0.17782	-6.637964	-0.0322123	Ppara
1452148_at	0.9601624	8.63E-01	-0.177781	-6.637972	-0.0165131	Lrpap1
1419869_s_at	0.9601669	8.63E-01	0.177748	-6.637978	0.0155618	Hdlbp
1460148_at	0.9602334	8.63E-01	-0.177609	-6.638006	-0.02396	
1439730_at	0.9602334	8.63E-01	-0.177529	-6.638021	-0.0168779	Gm15941
1434176_x_at	0.9602334	8.63E-01	0.177491	-6.638029	0.0168318	Poldip3
1450648_s_at	0.9602334	8.63E-01	0.177463	-6.638034	0.0698005	H2-Ab1
1444108_at	0.9602334	8.63E-01	-0.17743	-6.63804	-0.0161761	Dnajc25
1440104_at	0.9602334	8.63E-01	0.177411	-6.638044	0.0318035	Ranbp2
1438827_at	0.9602334	8.63E-01	-0.177394	-6.638047	-0.0183031	Gls
1419215_at	0.9602334	8.63E-01	-0.17737	-6.638052	-0.0189828	Aox4
1439661_at	0.9602334	8.63E-01	-0.177368	-6.638053	-0.0235411	Slc16a14
1438073_at	0.9602334	8.63E-01	0.177366	-6.638053	0.0148039	Spry3
1419226_at	0.9602334	8.63E-01	0.177362	-6.638054	0.017128	Cd96
1438934_x_at	0.9602639	8.64E-01	-0.177277	-6.63807	-0.0220017	Sema4a
1448426_at	0.9602639	8.64E-01	0.177248	-6.638076	0.0291464	Sardh
1426883_at	0.9602639	8.64E-01	0.177242	-6.638077	0.0224619	Slc25a45
1437988_x_at	0.9603187	8.64E-01	-0.177122	-6.6381	-0.0209603	1700003E24Rik///BC061195
1435205_at	0.9603187	8.64E-01	0.177119	-6.638101	0.0227319	Tfap2e
1458124_at	0.9603187	8.64E-01	0.177093	-6.638106	0.0244923	LOC102641119///Iqgap1
1427619_a_at	0.9603189	8.64E-01	0.177065	-6.638112	0.0155823	Sh3tc1
1428207_at	0.9603804	8.64E-01	0.176964	-6.638131	0.0190776	Bcl7a
1453971_at	0.9604085	8.64E-01	0.176888	-6.638146	0.0293056	Ccdc191
1417758_at	0.9604085	8.64E-01	0.176856	-6.638152	0.0162259	Itga2b
1424930_s_at	0.9604085	8.64E-01	-0.176846	-6.638154	-0.031419	Fam83f
1445226_at	0.9604085	8.64E-01	-0.176819	-6.638159	-0.0408815	BC023969
1445284_at	0.9604095	8.64E-01	0.176789	-6.638165	0.0172731	
1431206_at	0.9604095	8.64E-01	-0.176758	-6.638171	-0.0292432	Zfp266
1423354_at	0.9604095	8.64E-01	0.176734	-6.638176	0.0205434	Snap29
1433951_at	0.9604323	8.64E-01	-0.176677	-6.638187	-0.0153787	Arl5a
1420776_a_at	0.9604323	8.64E-01	-0.176651	-6.638192	-0.0170692	Auh
1456068_at	0.9604402	8.64E-01	0.176611	-6.6382	0.027724	Nfasc
1440679_at	0.9604402	8.64E-01	-0.176585	-6.638205	-0.0183109	
1441554_at	0.9604588	8.64E-01	-0.176535	-6.638214	-0.0183045	Chsy3
1459382_at	0.9605221	8.64E-01	-0.176409	-6.638239	-0.0163941	
1420453_at	0.9605221	8.64E-01	0.176404	-6.63824	0.0227505	Crygs
1448616_at	0.9605423	8.64E-01	0.176299	-6.63826	0.0228048	Dvl2
1444818_at	0.9605423	8.64E-01	0.176278	-6.638264	0.0239559	
1441947_x_at	0.9605423	8.64E-01	0.176268	-6.638266	0.0186872	Sik3
1425900_at	0.9605423	8.64E-01	0.176265	-6.638267	0.0213599	Hkdc1
1438585_at	0.9605423	8.64E-01	0.176241	-6.638271	0.0200576	Syne2
1442297_at	0.9605463	8.64E-01	0.176208	-6.638278	0.0255846	BB212172
1447726_at	0.9605463	8.64E-01	-0.176176	-6.638284	-0.0147648	Ripply2
1423999_at	0.9605463	8.64E-01	0.176138	-6.638291	0.0169376	Abl1
1421685_at	0.9605463	8.64E-01	0.176108	-6.638297	0.0196244	Clec4b1
1424060_at	0.9605463	8.64E-01	0.176084	-6.638302	0.017506	Neil3
1426429_at	0.9605463	8.64E-01	0.176068	-6.638305	0.022837	Thap7
1427926_at	0.9605517	8.65E-01	0.176021	-6.638314	0.0172215	Maml2
1432310_at	0.9605517	8.65E-01	-0.176006	-6.638317	-0.0334223	6530401F13Rik
1453227_at	0.960601	8.65E-01	0.175919	-6.638334	0.0275307	Rhobtb3
1433582_at	0.9606174	8.65E-01	-0.175846	-6.638348	-0.03486	1190002N15Rik
1448053_at	0.9606174	8.65E-01	-0.175844	-6.638348	-0.0139871	B4galt3
1449791_x_at	0.96064	8.65E-01	0.175789	-6.638359	0.0206832	Slc38a9
1460634_at	0.9606798	8.65E-01	0.175692	-6.638378	0.017587	Ralgds
1429372_at	0.9606798	8.65E-01	0.175664	-6.638383	0.0145874	Sox11
1416402_at	0.9606798	8.65E-01	-0.175658	-6.638384	-0.0147748	Abcb10
1438890_at	0.9607259	8.65E-01	0.175559	-6.638403	0.0199117	Kdm2a
1445827_at	0.9607259	8.65E-01	0.175485	-6.638417	0.0270162	Zmynd8
1421806_at	0.9607259	8.65E-01	0.175444	-6.638425	0.0160004	Defb3
1460030_at	0.9607259	8.65E-01	0.175442	-6.638426	0.0224494	Hecw1
1454785_at	0.9607259	8.65E-01	-0.175413	-6.638431	-0.0211544	Dusp11
1424492_at	0.9607259	8.65E-01	-0.175403	-6.638433	-0.0242264	Xndc1///Trpc2
1437717_x_at	0.9607259	8.65E-01	-0.175388	-6.638436	-0.0219807	2610005L07Rik
1429424_at	0.9607259	8.65E-01	0.17538	-6.638438	0.018815	Cst13
1460746_at	0.9607713	8.65E-01	0.175298	-6.638453	0.021203	Fignl1
1426479_a_at	0.9608314	8.65E-01	-0.175178	-6.638477	-0.0155855	Cnpy3
1432527_at	0.9608314	8.65E-01	0.175147	-6.638482	0.020674	Lrrc72
1448449_at	0.9608314	8.65E-01	0.175115	-6.638489	0.0207367	Ripk3
1425726_x_at	0.9608314	8.65E-01	0.175087	-6.638494	0.0152652	Ppp2r5c
1456843_at	0.9608314	8.65E-01	-0.175087	-6.638494	-0.0192526	Yes1
1438102_at	0.9608637	8.65E-01	0.174996	-6.638512	0.0165455	Senp8
1453192_at	0.9608637	8.65E-01	0.17499	-6.638513	0.0149416	Fam101a
1439804_at	0.9608637	8.65E-01	-0.174917	-6.638527	-0.0182825	2310015A10Rik
1428773_s_at	0.9608637	8.65E-01	0.174917	-6.638527	0.0335828	Bcor
1443696_s_at	0.9608637	8.65E-01	0.174909	-6.638528	0.0184289	Habp2
1453906_at	0.9609149	8.65E-01	0.174812	-6.638547	0.0306085	Med13l
1415820_x_at	0.9609149	8.65E-01	-0.174792	-6.638551	-0.0172655	Nono
1451002_at	0.9609188	8.65E-01	0.17476	-6.638557	0.0157986	Aco2
1428617_at	0.9609482	8.66E-01	0.174697	-6.638569	0.0147786	Hcfc2
1459732_at	0.9609599	8.66E-01	0.174655	-6.638577	0.0147231	
1431900_a_at	0.9609644	8.66E-01	-0.174622	-6.638583	-0.0233731	Foxa3
1416489_at	0.9609965	8.66E-01	0.174555	-6.638596	0.0212713	Pi4k2b
1455754_at	0.9609965	8.66E-01	0.174509	-6.638605	0.0159457	Lmo3
1430756_at	0.9609965	8.66E-01	-0.1745	-6.638607	-0.0153321	5430427G11Rik
1428360_x_at	0.9610212	8.66E-01	0.174399	-6.638626	0.0145723	Ndufa7
1431524_at	0.9610212	8.66E-01	0.17437	-6.638632	0.0184163	4933427I22Rik
1442304_at	0.9610212	8.66E-01	0.174355	-6.638635	0.020126	Gm3916
1421339_at	0.9610212	8.66E-01	-0.174332	-6.638639	-0.0175249	Extl3
1440479_at	0.9610212	8.66E-01	0.17433	-6.638639	0.0297137	Cbx4
1436505_at	0.9612501	8.66E-01	0.174031	-6.638696	0.0151372	Ppig
1459256_at	0.9613146	8.66E-01	-0.173927	-6.638716	-0.0146631	
1425544_at	0.96136	8.66E-01	0.173822	-6.638736	0.0165375	Plekha5
1437927_at	0.96136	8.66E-01	0.173807	-6.638739	0.0174541	Dlg2
1456699_s_at	0.96136	8.66E-01	0.173789	-6.638743	0.0150891	Ythdc1
1419129_at	0.9614107	8.66E-01	-0.173701	-6.63876	-0.0244295	Slc22a13
1459290_at	0.961443	8.66E-01	0.173635	-6.638772	0.024395	C030015D19Rik
1432937_at	0.9614529	8.66E-01	-0.173595	-6.63878	-0.018621	5430439C14Rik
1431147_at	0.961459	8.66E-01	0.17356	-6.638786	0.0222598	Rint1
1456031_at	0.9615266	8.66E-01	-0.173443	-6.638809	-0.0200669	Tubb4b
1449488_at	0.9615266	8.66E-01	0.173415	-6.638814	0.0169824	Pitx1
1449230_at	0.9615266	8.67E-01	-0.17338	-6.638821	-0.0228753	Idua
1422270_a_at	0.9615266	8.67E-01	-0.173368	-6.638823	-0.0187905	Il6ra
1437640_at	0.9615313	8.67E-01	0.173335	-6.638829	0.0150859	Frrs1l
1437367_at	0.9615589	8.67E-01	0.173274	-6.638841	0.021443	Ddx39b
1434142_at	0.9616015	8.67E-01	-0.173139	-6.638867	-0.0187254	Ppm1d
1420864_at	0.9616015	8.67E-01	-0.173117	-6.638871	-0.0166122	Zbtb14
1420169_at	0.9616015	8.67E-01	-0.173112	-6.638872	-0.0154412	AA517841
1454849_x_at	0.9616015	8.67E-01	-0.173092	-6.638876	-0.020169	Clu
1428502_at	0.9616015	8.67E-01	0.173083	-6.638877	0.0183362	Actr6
1422066_x_at	0.9616233	8.67E-01	0.173012	-6.638891	0.0144463	Klrb1b
1431153_at	0.9616233	8.67E-01	-0.173002	-6.638893	-0.0171004	
1443433_at	0.9616408	8.67E-01	-0.172951	-6.638902	-0.025661	Plxnc1
1427321_s_at	0.9616408	8.67E-01	-0.172925	-6.638907	-0.029078	Cxadr
1450357_a_at	0.9616418	8.67E-01	-0.172896	-6.638913	-0.0346766	Ccr6
1436894_at	0.9616419	8.67E-01	-0.172868	-6.638918	-0.0186662	Ildr2
1430824_at	0.9616477	8.67E-01	-0.172833	-6.638925	-0.0193055	4933428G20Rik
1450148_at	0.96167	8.67E-01	0.172778	-6.638935	0.0272742	Mcoln3
1418233_a_at	0.96167	8.67E-01	0.172716	-6.638947	0.0137042	Trappc5
1420662_at	0.96167	8.67E-01	-0.172682	-6.638954	-0.0346767	Gid4
1458148_at	0.96167	8.67E-01	0.172679	-6.638954	0.0332283	Nlrc3
1444011_at	0.96167	8.67E-01	-0.172646	-6.63896	-0.0173399	Arpc5l
1431090_at	0.96167	8.67E-01	0.172638	-6.638962	0.0258406	Ssu72
1442770_at	0.9617245	8.67E-01	-0.17249	-6.63899	-0.017927	Zfp652
1419154_at	0.9617245	8.67E-01	0.172487	-6.63899	0.0293891	Tmprss2
1459035_at	0.9617245	8.67E-01	-0.17247	-6.638994	-0.0147849	
1457933_at	0.9617245	8.67E-01	0.172412	-6.639005	0.0339732	Mfsd2b
1439228_at	0.9617245	8.67E-01	-0.17241	-6.639005	-0.0151212	Zfp407
1440942_at	0.9617245	8.67E-01	0.172406	-6.639006	0.0177318	Dact2
1457936_at	0.9617327	8.67E-01	0.172368	-6.639013	0.0215546	Mapk8
1437755_at	0.9617602	8.67E-01	0.172295	-6.639027	0.0201772	Slc5a12
1451616_at	0.9617602	8.67E-01	0.172279	-6.63903	0.0300986	Psg-ps1
1424770_at	0.9619104	8.68E-01	0.172072	-6.639069	0.0156487	Cald1
1445693_at	0.9619104	8.68E-01	0.172045	-6.639074	0.0208321	Araf
1430849_a_at	0.9619668	8.68E-01	0.171951	-6.639092	0.0149468	Cgrrf1
1432763_at	0.9619953	8.68E-01	-0.171879	-6.639105	-0.0213634	Prrg2
1445538_at	0.9619953	8.68E-01	-0.171861	-6.639109	-0.0179749	
1428932_at	0.9620261	8.68E-01	-0.171796	-6.639121	-0.0243631	Ttc21a
1429216_at	0.9620323	8.68E-01	0.171758	-6.639128	0.0174698	Paqr3
1436911_at	0.9620323	8.68E-01	-0.171704	-6.639139	-0.01955	Ss18l1
1433045_at	0.9620323	8.68E-01	-0.171665	-6.639146	-0.018848	4930535F04Rik
1430664_at	0.9620323	8.68E-01	-0.17165	-6.639149	-0.0187199	Zfp169
1454302_at	0.9620323	8.68E-01	-0.171597	-6.639159	-0.0239512	5730410E19Rik
1446337_at	0.9620323	8.68E-01	-0.171571	-6.639164	-0.017705	Htt
1445215_at	0.9620323	8.68E-01	-0.171564	-6.639165	-0.0197642	
1420182_x_at	0.9620323	8.68E-01	0.171508	-6.639175	0.0195309	Dmrt3
1453177_at	0.9620323	8.68E-01	0.171504	-6.639176	0.0176889	Snx31
1439124_at	0.9620323	8.68E-01	0.171484	-6.63918	0.0188675	Wdr91
1447834_at	0.9620323	8.68E-01	0.171481	-6.639181	0.0182811	Copz1
1453529_at	0.9620617	8.68E-01	0.171418	-6.639192	0.0166191	6330418B08Rik
1435412_at	0.9620851	8.68E-01	0.171362	-6.639203	0.0194159	Syce3
1433380_at	0.9620935	8.68E-01	-0.171316	-6.639212	-0.0215328	4921509A06Rik
1422633_at	0.9620935	8.68E-01	-0.171296	-6.639215	-0.0207652	1700020D05Rik
1431839_a_at	0.9621267	8.68E-01	-0.171229	-6.639228	-0.0217622	Ccdc81
1418311_at	0.9621382	8.68E-01	-0.171162	-6.63924	-0.0181845	Fn3k
1460325_at	0.9621382	8.68E-01	0.171159	-6.639241	0.0223821	Pum1
1424587_at	0.9621548	8.68E-01	-0.171112	-6.63925	-0.0227078	Gemin8
1428138_s_at	0.9622699	8.68E-01	0.170947	-6.639281	0.0138585	Arl8b
1431034_at	0.9622864	8.68E-01	0.170897	-6.63929	0.0212481	Adgra3
1444176_at	0.9622864	8.68E-01	0.170872	-6.639295	0.0151384	Atp6v0d2
1438996_at	0.9623048	8.68E-01	-0.170822	-6.639304	-0.0152217	Sel1l2
1417649_at	0.9623765	8.69E-01	-0.170709	-6.639326	-0.0345692	Cdkn1c
1422542_at	0.9623805	8.69E-01	-0.17062	-6.639342	-0.0231184	Gpr34
1453175_at	0.9623805	8.69E-01	-0.170595	-6.639347	-0.0227609	Zbtb25
1415825_s_at	0.9623805	8.69E-01	0.170588	-6.639348	0.0139346	Csnk1d
1425191_at	0.9623805	8.69E-01	0.170581	-6.63935	0.0234629	Ocel1
1440750_at	0.9623805	8.69E-01	-0.170564	-6.639353	-0.0229412	
1459954_at	0.9624624	8.69E-01	0.170439	-6.639376	0.0205723	
1452032_at	0.9624734	8.69E-01	0.170357	-6.639392	0.0174948	Prkar1a
1427483_at	0.9624734	8.69E-01	-0.170346	-6.639394	-0.0162179	Slc25a24
1442938_at	0.9624734	8.69E-01	0.170342	-6.639394	0.0161356	D12Ertd247e
1452934_at	0.9624766	8.69E-01	-0.170301	-6.639402	-0.0244853	Tmc5
1437277_x_at	0.9624766	8.69E-01	-0.170282	-6.639406	-0.0207882	Tgm2
1433324_at	0.9625076	8.69E-01	-0.170158	-6.639429	-0.0178683	9330154F10Rik
1435727_s_at	0.9625076	8.69E-01	-0.17015	-6.63943	-0.0184699	Lima1
1417983_a_at	0.9625076	8.69E-01	0.170127	-6.639435	0.0170588	Ube2v2
1453757_at	0.9625076	8.69E-01	-0.170115	-6.639437	-0.0141035	Herc6
1458510_at	0.9625076	8.69E-01	0.170105	-6.639439	0.0196823	AU019823
1424840_at	0.9625094	8.69E-01	-0.170072	-6.639445	-0.0170975	Rbks
1448487_at	0.9625094	8.69E-01	-0.170028	-6.639453	-0.0167202	Lrrfip1
1445788_at	0.9625094	8.69E-01	0.170004	-6.639458	0.0254988	
1452577_at	0.9625094	8.69E-01	-0.169987	-6.639461	-0.0161142	
1444081_at	0.9625094	8.69E-01	0.169861	-6.639484	0.0266995	
1459056_at	0.9625094	8.69E-01	-0.169852	-6.639486	-0.0186881	
1426452_a_at	0.9625094	8.69E-01	-0.16983	-6.63949	-0.030753	Rab30
1458662_at	0.9625094	8.69E-01	-0.169822	-6.639492	-0.030752	Daam1
1420034_at	0.9625094	8.69E-01	-0.16982	-6.639492	-0.0257743	Ppp2r2d
1420187_at	0.9625094	8.69E-01	0.169817	-6.639493	0.0209925	C76628
1434751_at	0.9625094	8.69E-01	-0.16979	-6.639498	-0.0224752	Ids
1453817_at	0.9625094	8.69E-01	0.169767	-6.639502	0.0190523	Abca6
1453630_at	0.9625321	8.69E-01	-0.169712	-6.639512	-0.0188325	Galnt14
1416218_x_at	0.9625334	8.69E-01	0.169683	-6.639518	0.0137027	Rpl37a
1460115_at	0.9625632	8.69E-01	0.16961	-6.639531	0.0149032	
1448097_at	0.9625632	8.69E-01	-0.169524	-6.639547	-0.0146853	
1416932_at	0.9625632	8.69E-01	0.169512	-6.639549	0.0232237	Cog2
1460018_at	0.9625632	8.69E-01	-0.169504	-6.639551	-0.0190311	Rnf213
1430141_at	0.9625632	8.69E-01	0.169498	-6.639552	0.0177895	Fam13c
1416854_at	0.9625632	8.69E-01	0.16947	-6.639557	0.0134697	Slc34a2
1425967_a_at	0.9625632	8.70E-01	0.169424	-6.639566	0.0253964	Mcpt4
1441285_at	0.9625632	8.70E-01	-0.169376	-6.639575	-0.0168036	
1428454_at	0.9625632	8.70E-01	-0.169372	-6.639576	-0.0149132	Bcas3
1460072_at	0.9625632	8.70E-01	-0.169367	-6.639576	-0.0286908	
1452176_at	0.9626034	8.70E-01	0.169292	-6.63959	0.0189785	Nup153
1422251_at	0.9626104	8.70E-01	0.169255	-6.639597	0.0188716	Neurl1a
1419232_a_at	0.9626131	8.70E-01	-0.169208	-6.639606	-0.0176004	Apoa1
1417226_at	0.9626131	8.70E-01	0.169191	-6.639609	0.0158128	Fbxw4
1432003_a_at	0.9626131	8.70E-01	-0.169168	-6.639613	-0.0166981	Rnf41
1442514_a_at	0.9626368	8.70E-01	-0.169112	-6.639624	-0.0191061	Serinc4///Ell3
1432563_at	0.9626514	8.70E-01	-0.169067	-6.639632	-0.0281924	1700116B05Rik
1449122_at	0.9626521	8.70E-01	0.169038	-6.639638	0.0203754	Ubxn2b
1442136_at	0.96271	8.70E-01	-0.168937	-6.639656	-0.0205445	Ankib1
1452707_at	0.96271	8.70E-01	0.168897	-6.639664	0.0172677	Klhl30
1458782_at	0.96271	8.70E-01	-0.168885	-6.639666	-0.0236093	
1447325_at	0.9627201	8.70E-01	0.168805	-6.639681	0.0186658	
1417966_at	0.9627201	8.70E-01	-0.168791	-6.639683	-0.0152244	Mrpl39
1430567_at	0.9627201	8.70E-01	0.168789	-6.639684	0.021441	Spink5
1423565_at	0.9627439	8.70E-01	0.168733	-6.639694	0.0138796	Paics
1447663_at	0.9627576	8.70E-01	0.168686	-6.639703	0.0147938	
1441517_at	0.9627576	8.70E-01	0.168618	-6.639716	0.0220463	
1451312_at	0.9627576	8.70E-01	-0.168607	-6.639717	-0.0141939	Ndufs7
1454116_a_at	0.9627576	8.70E-01	0.168569	-6.639724	0.0191777	Mterf3
1438395_at	0.9627576	8.70E-01	-0.168559	-6.639726	-0.0340324	Ak4
1422577_at	0.9627576	8.70E-01	0.168507	-6.639736	0.0178751	Cs
1453057_at	0.9627576	8.70E-01	0.168496	-6.639738	0.0215391	Fam187b
1456526_at	0.9627576	8.70E-01	0.168469	-6.639743	0.0193092	C130034I24Rik
1422127_at	0.9627576	8.70E-01	-0.168455	-6.639746	-0.0292476	Dhh
1431133_at	0.9627576	8.70E-01	-0.168436	-6.639749	-0.0266181	Arhgap18
1432838_at	0.9627595	8.70E-01	0.168406	-6.639755	0.0180632	6430598H11Rik
1415860_at	0.9628179	8.70E-01	0.168279	-6.639778	0.0158268	Kpna2
1435063_at	0.9628179	8.70E-01	0.168261	-6.639781	0.0272775	Fam43b
1425536_at	0.9628179	8.70E-01	0.168244	-6.639785	0.0264814	Stx3
1435820_x_at	0.9628179	8.70E-01	0.168225	-6.639788	0.015887	Ddr1
1420007_at	0.9628637	8.71E-01	0.16813	-6.639806	0.0148756	Wwc1
1439802_at	0.9628637	8.71E-01	0.168114	-6.639809	0.0164218	Stk35
1416921_x_at	0.9629063	8.71E-01	-0.168029	-6.639824	-0.0131177	Aldoa
1441791_at	0.9629063	8.71E-01	-0.168008	-6.639828	-0.0174453	
1425712_at	0.9629517	8.71E-01	0.167899	-6.639848	0.0274327	BC025446
1450242_at	0.9629517	8.71E-01	-0.167898	-6.639849	-0.0256271	Tlr5
1429492_x_at	0.962985	8.71E-01	0.167821	-6.639863	0.0186187	Ptdss2
1422267_at	0.962985	8.71E-01	0.167802	-6.639866	0.0134286	Foxb2
1449684_at	0.9630362	8.71E-01	-0.167714	-6.639883	-0.0242622	Oxsm
1418977_at	0.9630651	8.71E-01	0.167651	-6.639894	0.025142	Sap30bp
1419346_a_at	0.9630775	8.71E-01	-0.167608	-6.639902	-0.0203769	Svs5
1452972_at	0.9630955	8.71E-01	0.167544	-6.639914	0.0153247	Ttc32
1415964_at	0.9630955	8.71E-01	-0.167513	-6.63992	-0.0487028	Scd1
1417373_a_at	0.9630955	8.71E-01	0.167454	-6.63993	0.0131846	Tuba4a
1436416_x_at	0.9630955	8.71E-01	0.167386	-6.639943	0.0134996	Timm10b
1459648_at	0.9630955	8.71E-01	-0.16738	-6.639944	-0.0178241	Gm31462
1425610_s_at	0.9630955	8.71E-01	-0.167348	-6.63995	-0.0167521	Galnt2
1452255_at	0.9630955	8.71E-01	-0.167346	-6.63995	-0.0150511	Fbxo38
1416322_at	0.9630955	8.71E-01	-0.167323	-6.639954	-0.0172032	Prelp
1427748_at	0.9630955	8.71E-01	-0.167321	-6.639955	-0.0281599	Igkv1-117
1417655_a_at	0.9630955	8.71E-01	-0.167304	-6.639958	-0.0136382	Srrt
1419432_at	0.9630955	8.71E-01	0.167251	-6.639968	0.0184332	Spam1
1431669_at	0.9630955	8.71E-01	0.167225	-6.639973	0.0234877	4930583I09Rik
1435791_x_at	0.9630955	8.71E-01	0.167223	-6.639973	0.0137027	LOC102641612///LOC101056140///Rpl17-ps9///Rpl17-ps10///Gm10362///Rpl17
1459845_at	0.9630997	8.71E-01	0.16714	-6.639988	0.0215347	
1430693_at	0.9630997	8.71E-01	-0.167101	-6.639995	-0.0220607	Pnpla5
1419578_at	0.9630997	8.71E-01	-0.16707	-6.640001	-0.0197176	Mbl1
1455192_at	0.9630997	8.71E-01	0.16704	-6.640007	0.0216876	Tmem198
AFFX-TrpnX-3_at	0.9630997	8.71E-01	-0.167019	-6.64001	-0.0142573	
1451580_a_at	0.9630997	8.71E-01	-0.167006	-6.640013	-0.0163806	Ttr
1447611_at	0.9630997	8.71E-01	-0.167002	-6.640013	-0.0290379	1700073E17Rik
1440913_at	0.9630997	8.71E-01	-0.166899	-6.640032	-0.0319312	BC037704
1421293_at	0.9630997	8.71E-01	0.166886	-6.640035	0.0181583	Hdgfl1
1425951_a_at	0.9630997	8.71E-01	0.166854	-6.640041	0.0255921	Clec4n
1450482_a_at	0.9630997	8.72E-01	-0.166834	-6.640044	-0.0188071	Pitx2
1437769_at	0.9630997	8.72E-01	-0.16681	-6.640049	-0.0257113	
1434553_at	0.9630997	8.72E-01	-0.16681	-6.640049	-0.0152526	Tmem56
1433428_x_at	0.9630997	8.72E-01	-0.166774	-6.640055	-0.0185827	Tgm2
1460106_at	0.9630997	8.72E-01	0.166769	-6.640056	0.0173714	Hydin
1431356_at	0.9630997	8.72E-01	-0.166747	-6.64006	-0.017197	6430710C18Rik
1442116_at	0.9630997	8.72E-01	-0.166742	-6.640061	-0.0168584	Gpr176
1446763_at	0.963158	8.72E-01	-0.166644	-6.640079	-0.0173564	
1460532_at	0.9632096	8.72E-01	0.166555	-6.640095	0.0231861	2900011F02Rik
1447146_s_at	0.9632819	8.72E-01	0.166441	-6.640116	0.0135635	Slu7
1455936_a_at	0.9632962	8.72E-01	-0.166387	-6.640126	-0.0179761	Rbpms
1438960_at	0.9632962	8.72E-01	-0.166368	-6.640129	-0.01778	
1445964_at	0.9633317	8.72E-01	0.166298	-6.640142	0.0145748	
1445484_at	0.9634006	8.72E-01	-0.16618	-6.640164	-0.0228096	Cycs
1460727_at	0.9634006	8.72E-01	0.16616	-6.640167	0.0153709	Ercc2
1455704_at	0.9634022	8.72E-01	-0.16613	-6.640173	-0.0181389	Xkr8
1445459_at	0.9634129	8.72E-01	-0.16609	-6.64018	-0.0131505	Sstr5
1452866_at	0.9634207	8.72E-01	0.166052	-6.640187	0.0139345	Nars
1416445_at	0.9634662	8.72E-01	-0.165957	-6.640205	-0.01427	Fam98a
1446299_at	0.9634662	8.72E-01	0.165939	-6.640208	0.0270288	
1444533_at	0.9634662	8.72E-01	-0.165914	-6.640212	-0.0169109	Celf2
1431458_at	0.9636015	8.72E-01	-0.165726	-6.640247	-0.0215062	Alkbh3os1
1425433_a_at	0.9636368	8.72E-01	0.16562	-6.640266	0.0168471	
1436188_a_at	0.9636368	8.72E-01	0.165607	-6.640268	0.0357534	Ndrg4
1454131_at	0.9636368	8.72E-01	-0.1656	-6.64027	-0.0472277	4931413K12Rik
1436889_at	0.9637162	8.73E-01	0.165477	-6.640292	0.0246063	Gabra1
1428958_at	0.9637208	8.73E-01	-0.165444	-6.640298	-0.0252069	Paqr8
1437221_at	0.9637597	8.73E-01	-0.16537	-6.640312	-0.0274064	Rrm2b
1458861_at	0.9637999	8.73E-01	-0.16527	-6.64033	-0.014264	Grm7
1446618_at	0.9637999	8.73E-01	-0.165266	-6.64033	-0.0277486	A130088B03Rik
1442658_at	0.9638029	8.73E-01	0.165234	-6.640336	0.0191762	Ndufb2
